Invoice No,PO No,Invoice Date,Supplier,Supplier Location,Department,Buyer,Item Code,Product Description,Unit,Quantity,Unit Price,Extended Amount,Discount Amount,Freight Amount,Tax Amount,Net Amount,Currency,Payment Terms
AP-202506-10904,PO-598127,6/29/2025,Local Farm & Garden,"WA, USA",Restaurant,M. Carter,BRRY-MIX,Mixed Berries Frozen,CS,25,34.62,865.5,0.0,0.0,37.46,902.96,USD,Due on Receipt
AP-202512-81980,PO-307490,2025-12-17,LOCAL FARM AND GARDEN LLC,"FL, USA",Cafe,P. Wilson,CHK-BRST-01,Chicken Breast Boneless Skinless / chilled,lb,402.98,4.53,1825.5,0.0,0.0,44.57,1870.07,USD,Due on Receipt
AP-202510-41982,,10/15/2025,RESTAURANT DEPOT,"IL, USA",Bakery,J. Brown,OJ-100,Orange Juice 100%,gal,56.58,6.31,357.02,5.67,0.0,1.48,352.83,USD,Net 15
AP-202505-54506,PO-253635,5/18/2025,PFG Cust Dist,"GA, USA",Bar,A. Johnson,KETCHUP,Ketchup,cs,19,22.76,432.44,0.0,0.0,15.47,447.91,USD,Net 30
INV-202503-16440,PO-478364,2025-03-28,GFS,"CA, USA",Banquet,J. Brown,RICE-LG,Long Grain Rice / chilled,Bag,34,27.58,937.72,0.0,0.0,36.47,974.19,USD,Net 7
INV-202507-85082,PO-553888,07/18/2025,Fresh Point Produce,"WA, USA",Bar,J. Brown,OJ-100, Orange Juice 100%,GL,74.47,6.35,472.88,0.0,0.0,3.24,476.12,USD,Due on Receipt
BILL-202512-84712,PO-408372,2025-12-08,BALDOR SPECIALTY FOODS,"FL, USA",Bar,L. Davis,ONION-YEL,Onions Yellow  ,LBS,222.25,0.86,191.13,0.0,10.2,4.71,206.04,USD,Net 15
AP-202505-17870,,2025-05-18,Performance FS,"TX, USA",Cafe,R. Smith,BEEF-8020,Ground Beef 80/20 chef's line,LBS,464.55,4.92,2285.59,0.0,0.0,138.21,2423.8,USD,Net 15
INV-202511-70063,PO-282033,2025-11-07,PFG Customized,"CA, USA",Bar,L. Davis,OJ-100,Orange Juice 100% / chilled,GL,64.39,6.21,399.86,0.0,0.0,7.56,407.42,USD,Net 15
AP-202505-75187,PO-886996,5/31/2025,US Foods - Atlanta,"CA, USA",Banquet,A. Johnson,FRIES-3/8,French Fries 3/8 Straight Cut - fresh,cs,3,16.7,50.1,0.0,0.0,3.45,53.55,USD,Due on Receipt
BILL-202509-69678,,9/20/2025,US FOODS ATL DIV,"CA, USA",Banquet,P. Wilson,TRASH-55,Trash Bags 55 Gallon / chilled,CASE,32,43.51,1392.32,0.0,0.0,91.98,1484.3,USD,Net 15
INV-202509-77034,PO-971664,2025-09-29,Restaurant Depot ,"FL, USA",Banquet,J. Brown,OIL-OLV,Olive Oil Extra Virgin,gal,69.05,22.68,1566.05,0.0,0.0,34.24,1600.29,USD,Due on Receipt
BILL-202511-87999,,11/25/2025,US Foods - Atlanta,"CO, USA",Housekeeping,M. Carter,CHED-SHD,Cheddar Cheese Shredded,LBS,115.93,3.86,447.49,0.0,0.0,5.21,452.7,USD,Due on Receipt
BILL-202501-27636,PO-156841,01/30/2025,Baldor,"NY, USA",Bakery,L. Davis,TRASH-55,Trash Bags 55 Gallon,Case,6,40.35,242.1,0.0,0.0,11.35,253.45,USD,Net 7
INV-202501-84880,PO-484024,01/29/2025,FreshPoint,"WA, USA",Kitchen,J. Brown,BACON-14,Bacon Sliced 14/18 ct,Lb,338.95,4.82,1633.74,0.0,0.0,47.84,1681.58,USD,Net 30
BILL-202506-26360,PO-572830,06/19/2025,Baldor Specialty Foods ,"CO, USA",Bar,R. Smith,MOZZ-WM,Mozzarella Whole Milk,LB,376.25,4.31,1621.64,0.0,3.48,116.17,1741.29,USD,Net 15
AP-202503-70362,,2025-03-26,SHAMROCK FOODS CO,"CA, USA",Banquet,P. Wilson,SALM-ATL,Salmon Fillet Atlantic   ,LBS,197.82,10.87,2150.3,0.0,0.0,140.91,2291.21,USD,Net 30
AP-202508-67758,PO-490703,8/9/2025,Restaurant Depot ,"TX, USA",Kitchen,R. Smith,COFF-HSE,Coffee Beans House Blend   ,Lb,173.85,10.26,1783.7,0.0,0.0,30.58,1814.28,USD,Net 15
INV-202506-66352,,2025-06-17,SYSCO NORTH FLORIDA,"GA, USA",Kitchen,M. Carter,TRASH-55,Trash Bags 55 Gallon,cs,25,44.7,1117.5,0.0,0.0,61.98,1179.48,USD,Net 15
BILL-202512-53933,PO-882520,12/16/2025,Imperial Dade ,"NC, USA",Bakery,P. Wilson,TRASH-55,Trash Bags 55 Gallon,Case,16,32.83,525.28,0.0,0.0,13.1,538.38,USD,Net 30
AP-202506-39715,PO-208500,6/12/2025,Ben E Keith,"FL, USA",Bakery,P. Wilson,SALM-ATL,Salmon Fillet Atlantic - fresh,LBS,426.19,11.7,4986.42,0.6,0.0,104.45,5090.27,USD,Net 15
INV-202501-53101,PO-126126,2025-01-20,PFG Cust Dist,"GA, USA",Bar,P. Wilson,BEEF-8020,Ground Beef 80/20 - fresh,lb,124.06,4.95,614.1,0.0,0.0,9.1,623.2,USD,Net 30
BILL-202509-15828,PO-163664,9/26/2025,Local Farm & Garden,"GA, USA",Bakery,A. Johnson,TOM-ROMA,Tomatoes Roma (pack size varied),cs,37,30.06,1112.22,0.0,0.0,55.75,1167.97,USD,Net 30
BILL-202512-65536,PO-288533,2025-12-20,Baldor,"TX, USA",Kitchen,R. Smith,BROC-FRZ,Broccoli Florets Frozen,Case,45,19.51,877.95,0.0,0.0,48.94,926.89,USD,Net 30
BILL-202507-67357,PO-884148,2025-07-09,PERFORMANCE FOODSERVICE,"CO, USA",Banquet,M. Carter,FRIES-3/8,French Fries 3/8 Straight Cut - fresh,Case,32,24.28,776.96,0.0,4.59,30.61,812.16,USD,Due on Receipt
BILL-202502-75321,PO-460302,2/1/2025,Baldor Specialty Foods ,"CO, USA",Bar,J. Brown,TOM-ROMA,Tomatoes Roma,CASE,1,19.22,19.22,0.0,0.0,1.29,20.51,USD,Due on Receipt
AP-202512-81712,PO-782905,12/16/2025,Fresh Point Produce,"AZ, USA",Housekeeping,R. Smith,BACON-14,Bacon Sliced 14/18 ct,LB,3.02,6.09,18.39,0.0,0.0,0.03,18.42,USD,Net 7
INV-202510-13715,PO-466298,2025-10-13,Restaurant Depot ,"AZ, USA",Kitchen,P. Wilson,BRRY-MIX,Mixed Berries Frozen (pack size varied),CS,1,27.23,27.23,0.0,0.0,1.16,28.39,USD,Due on Receipt
AP-202506-96632,PO-397451,6/24/2025,FRESHPOINT PRODUCE,"OH, USA",Restaurant,R. Smith,CHK-BRST-01,Chicken Breast Boneless Skinless - fresh,LBS,249.4,2.99,745.71,0.0,0.0,47.29,793.0,USD,Net 30
INV-202507-99568,PO-358059,07/09/2025,Local Farm + Garden,"NC, USA",Cafe,A. Johnson,KETCHUP,Ketchup,cs,10,22.16,221.6,0.0,3.45,0.04,225.09,USD,Due on Receipt
INV-202504-57160,PO-267996,04/02/2025,IMPERIAL DADE,"NC, USA",Cafe,P. Wilson,SALM-ATL,Salmon Fillet Atlantic chef's line,Lb,31.84,12.03,383.04,0.0,0.0,11.76,394.8,USD,Net 15
BILL-202504-20716,PO-319206,2025-04-17,PERFORMANCE FOODSERVICE,"OH, USA",Housekeeping,R. Smith,OJ-100,Orange Juice 100% / chilled,GL,32.86,7.83,257.29,0.0,0.0,13.04,270.33,USD,Net 7
INV-202504-88959,,4/17/2025,Imperial Dade Inc,"NC, USA",Bakery,J. Brown,MILK-WHL,Milk Whole,GL,21.0,3.43,72.03,0.0,0.0,1.78,73.81,USD,Net 15
AP-202505-86878,PO-644243,2025-05-13,Sysco North Florida ,"CO, USA",Kitchen,J. Brown,FRIES-3/8,FRENCH FRIES 3/8 STRAIGHT CUT / CHILLED,Case,35,23.7,829.5,4.37,0.0,42.85,867.98,USD,Due on Receipt
BILL-202512-82140,PO-922190,12/05/2025,Baldor Specialty Foods ,"NY, USA",Housekeeping,M. Carter,BROC-FRZ,Broccoli Florets Frozen chef's line,CS,9,18.75,168.75,0.0,0.0,13.43,182.18,USD,Net 7
AP-202502-36898,,2/12/2025,Local Farm & Garden,"IL, USA",Bakery,M. Carter,KETCHUP,Ketchup,CS,8,14.73,117.84,2.99,7.51,2.82,125.18,USD,Net 7
AP-202509-67259,PO-978703,2025-09-20,SHAMROCK FOODS CO,"NC, USA",Bakery,M. Carter,MOZZ-WM,Mozzarella Whole Milk,LBS,474.81,2.95,1400.69,0.0,0.0,40.14,1440.83,USD,Due on Receipt
BILL-202504-84096,PO-408359,4/21/2025,Shamrock Foods Co.,"GA, USA",Kitchen,M. Carter,COFF-HSE,Coffee Beans House Blend (pack size varied),Lb,108.03,8.91,962.55,0.0,0.0,41.0,1003.55,USD,Net 15
AP-202507-78823,PO-612637,2025-07-09,Imperial Dade ,"GA, USA",Cafe,J. Brown,FLOUR-AP,Flour All Purpose - fresh,Bag,19,20.0,380.0,0.0,0.0,16.97,396.97,USD,Net 30
BILL-202501-37975,,2025-01-14,IMPERIAL DADE,"FL, USA",Cafe,J. Brown,COFF-HSE,Coffee Beans House Blend  ,lb,294.0,8.07,2372.58,0.0,0.0,145.58,2518.16,USD,Net 7
INV-202503-52939,PO-834263,3/17/2025,Imperial Dade Inc,"NY, USA",Kitchen,J. Brown,OJ-100,Orange Juice 100%,GAL,1.61,6.81,10.96,0.0,2.18,0.96,14.1,USD,Due on Receipt
INV-202508-83114,PO-777932,08/09/2025,Gordon Food Svc,"TX, USA",Cafe,L. Davis,COFF-HSE,Coffee Beans House Blend / chilled,lb,267.4,9.28,2481.47,0.0,0.0,35.32,2516.79,USD,Net 15
INV-202503-71478,PO-393213,2025-03-02,Local Farm & Garden,"OH, USA",Bakery,R. Smith,MOZZ-WM,Mozzarella Whole Milk,LBS,310.44,3.94,1223.13,0.0,0.0,70.81,1293.94,USD,Net 15
BILL-202509-24219,PO-509040,9/17/2025,GORDON FOOD SERVICE,"CA, USA",Housekeeping,R. Smith,ONION-YEL,Onions Yellow   ,lb,343.63,0.9,309.27,0.0,0.0,5.33,314.6,USD,Net 30
BILL-202512-75293,PO-530424,12/31/2025,Baldor Specialty Foods ,"TX, USA",Bar,J. Brown,BROC-FRZ,BROCCOLI FLORETS FROZEN / CHILLED,CS,19,21.74,413.06,11.67,0.0,22.93,424.32,USD,Net 15
BILL-202508-88993,,8/24/2025,Sysco North Florida ,"AZ, USA",Housekeeping,J. Brown,COFF-HSE,Coffee Beans House Blend   ,Lb,457.25,8.75,4000.94,10.64,0.0,285.56,4275.86,USD,Net 7
INV-202502-12596,PO-182504,02/07/2025,US FOODS ATLANTA,"AZ, USA",Kitchen,J. Brown,SALM-ATL,Salmon Fillet Atlantic,lb,279.92,11.12,3112.71,0.0,4.35,4.98,3122.04,USD,Net 30
BILL-202505-82861,PO-742640,2025-05-28,PFG Customized,"NY, USA",Restaurant,L. Davis,CREAM-HVY,Heavy Cream - fresh,QTR,44.29,5.17,228.98,0.0,0.0,15.24,244.22,USD,Net 15
BILL-202510-58126,PO-471898,2025-10-16,Local Farm + Garden,"PA, USA",Banquet,M. Carter,SALM-ATL,Salmon Fillet Atlantic,lb,8.13,12.47,101.38,0.0,0.0,1.31,102.69,USD,Net 15
AP-202502-23287,,02/21/2025,Fresh Point Produce,"FL, USA",Kitchen,L. Davis,BEEF-8020,Ground Beef 80/20 (pack size varied),LB,192.85,4.54,875.54,7.72,0.0,57.67,925.49,USD,Net 7
INV-202512-92293,PO-110728,2025-12-31,US FOODS ATL DIV,"NC, USA",Banquet,M. Carter,CREAM-HVY,Heavy Cream,QTR,67.45,4.33,292.06,0.0,0.0,6.85,298.91,USD,Net 15
INV-202512-51431,PO-255124,12/02/2025,PFG Customized,"IL, USA",Cafe,L. Davis,NAPKIN-DN,Napkins Dinner (pack size varied),cs,32,17.64,564.48,0.0,0.0,18.76,583.24,USD,Due on Receipt
INV-202503-39286,PO-309174,03/09/2025,RESTAURANT DEPOT,"NC, USA",Bar,L. Davis,LETT-ROM,Lettuce Romaine  ,CASE,45,21.38,962.1,0.0,0.0,5.91,968.01,USD,Net 30
INV-202501-22380,PO-724143,01/01/2025,Ben E Keith,"CO, USA",Housekeeping,R. Smith,POT-RUS,Potatoes Russet  ,lb,443.22,0.89,394.47,0.0,0.0,14.19,408.66,USD,Net 30
AP-202507-28663,PO-971161,07/21/2025,RESTAURANT DEPOT,"CO, USA",Housekeeping,A. Johnson,KETCHUP,Ketchup   ,Case,10,24.14,241.4,0.0,0.0,10.92,252.32,USD,Net 15
INV-202503-28414,PO-893908,2025-03-04,PFG,"NY, USA",Restaurant,A. Johnson,BEEF-8020,Ground Beef 80/20,LB,360.23,3.75,1350.86,6.27,0.0,91.36,1435.95,USD,Due on Receipt
INV-202502-74155,PO-297449,2025-02-26,Local Farm & Garden,"NY, USA",Cafe,P. Wilson,TRASH-55,Trash Bags 55 Gallon,Case,24,36.99,887.76,0.0,0.0,35.19,922.95,USD,Due on Receipt
INV-202510-60613,PO-339635,2025-10-30,Performance FS,"CO, USA",Bakery,R. Smith,POT-RUS,Potatoes Russet  ,LB,245.64,0.51,125.28,7.98,0.0,4.86,122.16,USD,Net 7
BILL-202507-76761,PO-969964,7/6/2025,Baldor,"CO, USA",Restaurant,L. Davis,SUGAR-GR,Sugar Granulated / chilled,BG,33,21.78,718.74,0.0,0.0,46.79,765.53,USD,Due on Receipt
INV-202503-96053,PO-850186,2025-03-21,FreshPoint,"WA, USA",Bakery,L. Davis,CREAM-HVY,Heavy Cream   ,QTR,37.92,3.63,137.65,0.0,11.37,2.29,151.31,USD,Net 15
BILL-202511-63195,PO-967483,2025-11-25,Imperial Dade ,"CA, USA",Bar,R. Smith,KETCHUP,KETCHUP (PACK SIZE VARIED),CASE,31,25.39,787.09,0.0,9.24,61.1,857.43,USD,Due on Receipt
INV-202506-30958,PO-423558,2025-06-14,RESTAURANT DEPOT,"NC, USA",Housekeeping,R. Smith,BACON-14,Bacon Sliced 14/18 ct (pack size varied),Lb,394.18,6.1,2404.5,0.0,0.0,61.39,2465.89,USD,Net 30
AP-202511-45412,PO-633065,2025-11-07,Sysco N. Florida,"CA, USA",Bakery,J. Brown,BRRY-MIX,Mixed Berries Frozen   ,Case,14,33.54,469.56,0.0,0.0,8.64,478.2,USD,Net 30
AP-202512-59987,PO-758128,2025-12-24,US Foods - Atlanta,"NC, USA",Bar,J. Brown,CHK-BRST-01,Chicken Breast Boneless Skinless - fresh,Lb,372.39,3.32,1236.33,12.16,0.0,93.16,1317.33,USD,Net 30
INV-202511-54437,PO-574897,11/16/2025,Ben E Keith,"AZ, USA",Housekeeping,L. Davis,ONION-YEL,Onions Yellow chef's line,lb,318.39,1.04,331.13,0.0,0.0,1.77,332.9,USD,Net 30
BILL-202505-56139,PO-427236,2025-05-11,Imperial Dade ,"CO, USA",Banquet,A. Johnson,NAPKIN-DN,Napkins Dinner,cs,26,17.99,467.74,0.0,3.32,34.69,505.75,USD,Due on Receipt
AP-202505-24179,PO-614934,2025-05-17,Fresh Point Produce,"IL, USA",Restaurant,M. Carter,KETCHUP,Ketchup chef's line,CASE,9,22.77,204.93,0.0,1.49,2.42,208.84,USD,Net 30
BILL-202506-31378,PO-759421,06/29/2025,BEN E. KEITH FOODS,"NC, USA",Cafe,P. Wilson,BRRY-MIX,Mixed Berries Frozen  ,cs,29,31.65,917.85,13.01,0.0,53.31,958.15,USD,Net 30
BILL-202505-27219,PO-880518,2025-05-29,PFG Customized,"NC, USA",Banquet,M. Carter,OJ-100,Orange Juice 100% (pack size varied),GAL,26.01,7.42,192.99,0.0,0.0,2.54,195.53,USD,Net 7
INV-202503-77701,PO-926156,3/29/2025,Local Farm & Garden,"OH, USA",Kitchen,M. Carter,TRASH-55,Trash Bags 55 Gallon chef's line,CS,14,45.93,643.02,1.31,11.32,6.56,659.59,USD,Net 7
BILL-202508-78490,PO-625985,8/7/2025,Performance FS,"NC, USA",Bakery,M. Carter,FLOUR-AP, Flour All Purpose,BG,1,14.29,14.29,0.0,0.0,0.78,15.07,USD,Net 7
AP-202503-67205,,03/12/2025,PFG Customized,"OH, USA",Bakery,L. Davis,FLOUR-AP,Flour All Purpose   ,BG,3,13.31,39.93,0.0,0.0,0.73,40.66,USD,Net 30
BILL-202505-44159,,5/19/2025,FreshPoint,"CA, USA",Restaurant,L. Davis,MOZZ-WM,Mozzarella Whole Milk,LB,39.01,3.08,120.15,0.0,0.0,6.33,126.48,USD,Due on Receipt
INV-202502-65301,PO-283596,2/15/2025,LOCAL FARM AND GARDEN LLC,"GA, USA",Bakery,A. Johnson,CREAM-HVY,Heavy Cream,QT,41.26,4.23,174.53,0.0,2.15,13.27,189.95,USD,Net 30
BILL-202501-50755,PO-156527,2025-01-22,Local Farm + Garden,"WA, USA",Restaurant,M. Carter,AVO-HASS,Avocados Hass,CS,37,23.67,875.79,0.0,10.62,8.22,894.63,USD,Net 30
BILL-202505-61738,PO-520045,2025-05-05,SHAMROCK FOODS CO,"GA, USA",Cafe,R. Smith,POT-RUS,POTATOES RUSSET CHEF'S LINE,Lb,61.17,0.89,54.44,0.0,5.24,1.25,60.93,USD,Net 30
INV-202510-64494,PO-341589,10/13/2025,PFG Customized,"NC, USA",Cafe,P. Wilson,BROC-FRZ,Broccoli Florets Frozen   ,Case,37,25.69,950.53,0.0,5.18,45.14,1000.85,USD,Net 30
BILL-202510-29291,PO-714375,10/10/2025,SYSCO NFL,"IL, USA",Housekeeping,A. Johnson,OIL-OLV, Olive Oil Extra Virgin - fresh,GL,28.45,22.7,645.81,0.0,0.0,7.75,653.56,USD,Net 30
BILL-202503-10652,PO-752392,3/23/2025,Local Farm & Garden,"NC, USA",Bar,M. Carter,POT-RUS,Potatoes Russet,Lb,309.95,0.43,133.28,0.0,0.0,2.52,135.8,USD,Due on Receipt
INV-202504-77286,PO-193038,04/02/2025,Ben E Keith,"NY, USA",Banquet,J. Brown,BEEF-8020,Ground Beef 80/20 (pack size varied),Lb,436.42,3.22,1405.27,0.0,0.0,42.82,1448.09,USD,Net 7
AP-202506-68218,,2025-06-22,,"AZ, USA",Banquet,R. Smith,BEEF-8020,,Lb,-242.53,0.0,-860.98,0.0,0.0,0.0,-860.98,USD,Due on Receipt
INV-202509-83808,PO-119913,9/2/2025,Baldor Specialty Foods ,"FL, USA",Bar,L. Davis,KETCHUP,Ketchup  ,cs,2,19.75,39.5,0.0,0.0,3.01,42.51,USD,Net 15
AP-202505-93620,PO-161682,2025-05-24,Ben E. Keith Foods ,"TX, USA",Bakery,A. Johnson,SUGAR-GR,Sugar Granulated   ,BG,32,17.01,544.32,0.0,0.0,38.34,582.66,USD,Net 30
AP-202510-80942,PO-873254,10/3/2025,Local Farm + Garden,"GA, USA",Housekeeping,J. Brown,COFF-HSE,Coffee Beans House Blend  ,lb,284.75,8.91,2537.12,0.0,0.0,190.72,2727.84,USD,Net 15
AP-202503-55129,PO-600004,3/9/2025,BEN E. KEITH FOODS,"CO, USA",Banquet,L. Davis,BACON-14,Bacon Sliced 14/18 ct chef's line,LBS,386.71,6.7,2590.96,0.0,0.0,33.34,2624.3,USD,Net 30
BILL-202503-36071,PO-545665,03/30/2025,Baldor,"TX, USA",Restaurant,P. Wilson,RICE-LG,Long Grain Rice,Bag,23,26.61,612.03,0.0,9.15,10.77,631.95,USD,Net 30
INV-202510-31601,PO-428240,10/29/2025,,"NY, USA",Banquet,M. Carter,MILK-WHL,,gal,17.06,0.0,43.16,0.0,0.0,0.0,43.16,USD,Net 30
AP-202503-77110,PO-355096,03/31/2025,Baldor,"TX, USA",Banquet,M. Carter,OJ-100,Orange Juice 100%   ,GL,1.49,5.77,8.6,0.0,0.0,0.09,8.69,USD,Due on Receipt
BILL-202509-47751,PO-804474,2025-09-14,PERFORMANCE FOODSERVICE,"TX, USA",Cafe,J. Brown,AVO-HASS,Avocados Hass,CASE,26,29.81,775.06,0.0,0.0,42.18,817.24,USD,Net 7
INV-202511-31951,PO-130124,11/28/2025,US Foods - Atlanta,"CO, USA",Banquet,M. Carter,FLOUR-AP,FLOUR ALL PURPOSE,BAG,2,17.33,34.66,0.0,0.0,0.25,34.91,USD,Net 7
BILL-202504-85061,PO-251148,4/8/2025,IMPERIAL DADE,"PA, USA",Housekeeping,R. Smith,OJ-100,Orange Juice 100%,GAL,68.57,6.84,469.02,0.0,0.0,3.87,472.89,USD,Net 7
BILL-202507-20188,PO-618402,2025-07-26,RESTAURANT DEPOT,"NC, USA",Bakery,L. Davis,SALM-ATL,Salmon Fillet Atlantic,LBS,209.32,13.06,2733.72,0.0,0.0,16.75,2750.47,USD,Net 15
INV-202508-61042,,8/12/2025,Ben E. Keith Foods ,"GA, USA",Cafe,M. Carter,BRRY-MIX,Mixed Berries Frozen,CASE,18,35.05,630.9,0.0,0.0,19.84,650.74,USD,Net 7
INV-202505-12521,PO-573241,5/17/2025,Ben E. Keith Foods ,"AZ, USA",Restaurant,A. Johnson,TOM-ROMA,Tomatoes Roma  ,CASE,42,18.74,787.08,0.0,0.0,37.56,824.64,USD,Due on Receipt
AP-202506-26227,PO-525298,06/19/2025,PERFORMANCE FOODSERVICE,"AZ, USA",Restaurant,M. Carter,FRIES-3/8,French Fries 3/8 Straight Cut,cs,37,26.96,997.52,0.0,0.0,30.7,1028.22,USD,Due on Receipt
INV-202506-96582,PO-115840,6/9/2025,BEN E. KEITH FOODS,"NY, USA",Bakery,R. Smith,EGGS-LG,Eggs Large Grade A chef's line,Dozen,80,2.53,202.4,0.0,0.0,16.15,218.55,USD,Net 15
AP-202502-39123,,2/24/2025,PFG Customized,"NC, USA",Housekeeping,J. Brown,KETCHUP,KETCHUP - FRESH,cs,35,19.68,688.8,0.0,0.0,22.97,711.77,USD,Net 7
INV-202508-40385,PO-888531,8/31/2025,Shamrock Foods,"GA, USA",Bar,J. Brown,CREAM-HVY,Heavy Cream chef's line,qt,40.65,3.65,148.37,0.0,0.0,6.51,154.88,USD,Net 7
AP-202506-30188,PO-884292,6/21/2025,Performance FS,"CA, USA",Bakery,J. Brown,SALM-ATL,Salmon Fillet Atlantic - fresh,lb,10.83,11.44,123.9,0.0,0.0,5.72,129.62,USD,Net 30
BILL-202502-34912,PO-675067,02/13/2025,Ben E Keith,"CO, USA",Housekeeping,J. Brown,GLOVE-M,Nitrile Gloves Medium,CS,24,43.74,1049.76,0.0,0.0,74.31,1124.07,USD,Net 30
BILL-202507-13915,PO-423723,07/27/2025,BALDOR SPECIALTY FOODS,"FL, USA",Restaurant,R. Smith,CREAM-HVY,Heavy Cream chef's line,qt,51.36,3.5,179.76,0.0,0.0,3.14,182.9,USD,Net 15
INV-202505-40200,PO-515271,2025-05-01,Shamrock Foods,"FL, USA",Bar,J. Brown,OIL-OLV, Olive Oil Extra Virgin - fresh,GAL,50.66,19.13,969.13,0.0,0.0,13.26,982.39,USD,Due on Receipt
INV-202505-75459,PO-390691,5/11/2025,FRESHPOINT PRODUCE,"IL, USA",Bakery,R. Smith,LETT-ROM,LETTUCE ROMAINE   ,cs,22,27.33,601.26,0.0,0.0,17.56,618.82,USD,Net 30
BILL-202512-63905,PO-328192,12/02/2025,Performance FS,"AZ, USA",Kitchen,P. Wilson,CHED-SHD,Cheddar Cheese Shredded (pack size varied),LBS,458.73,4.03,1848.68,0.0,0.0,59.81,1908.49,USD,Net 7
BILL-202505-80756,,05/08/2025,Ben E Keith,"GA, USA",Banquet,M. Carter,POT-RUS,Potatoes Russet (pack size varied),LBS,131.31,0.73,95.86,0.0,0.0,5.66,101.52,USD,Due on Receipt
BILL-202504-80413,PO-805396,2025-04-01,Ben E. Keith Foods ,"CO, USA",Bar,L. Davis,KETCHUP,Ketchup (pack size varied),cs,25,23.86,596.5,0.0,0.0,18.69,615.19,USD,Net 7
AP-202504-66417,PO-915105,2025-04-16,SHAMROCK FOODS CO,"AZ, USA",Kitchen,J. Brown,CHK-BRST-01,Chicken Breast Boneless Skinless chef's line,Lb,74.55,4.58,341.44,0.0,0.0,14.73,356.17,USD,Net 15
BILL-202501-18569,PO-709254,2025-01-24,GORDON FOOD SERVICE,"NC, USA",Cafe,A. Johnson,KETCHUP,Ketchup,cs,23,15.14,348.22,0.0,0.0,12.3,360.52,USD,Net 30
BILL-202509-81828,PO-255005,09/30/2025,GORDON FOOD SERVICE,"NC, USA",Bakery,J. Brown,GLOVE-M,Nitrile Gloves Medium   ,CS,24,48.01,1152.24,0.0,0.0,30.32,1182.56,USD,Net 7
BILL-202506-42330,PO-346632,2025-06-06,PFG Cust Dist,"NC, USA",Bar,P. Wilson,RICE-LG,Long Grain Rice (pack size varied),BAG,22,16.88,371.36,0.0,0.0,21.85,393.21,USD,Net 30
INV-202510-28971,PO-687487,10/13/2025,Imperial Dade ,"GA, USA",Kitchen,J. Brown,OIL-OLV,Olive Oil Extra Virgin,GAL,13.14,20.14,264.64,0.0,3.96,11.66,280.26,USD,Net 30
AP-202504-31952,PO-157273,2025-04-27,Shamrock Foods,"TX, USA",Cafe,J. Brown,AVO-HASS,Avocados Hass / chilled,cs,27,39.99,1079.73,0.0,0.0,83.93,1163.66,USD,Net 15
AP-202501-35110,PO-241623,01/10/2025,GORDON FOOD SERVICE,"OH, USA",Bar,J. Brown,FLOUR-AP,Flour All Purpose,BG,39,13.49,526.11,0.0,0.0,15.19,541.3,USD,Net 15
INV-202511-94502,,11/30/2025,GFS,"GA, USA",Bakery,P. Wilson,TOM-ROMA,Tomatoes Roma,cs,37,28.96,1071.52,0.0,0.0,70.48,1142.0,USD,Due on Receipt
AP-202510-50943,PO-554357,2025-10-08,Shamrock Foods Co.,"CO, USA",Bakery,P. Wilson,COFF-HSE,Coffee Beans House Blend - fresh,LB,354.7,7.88,2795.04,0.0,0.0,215.29,3010.33,USD,Net 30
INV-202506-61024,,06/02/2025,PFG,"WA, USA",Banquet,P. Wilson,TRASH-55, Trash Bags 55 Gallon - fresh,cs,3,35.11,105.33,0.0,0.0,1.64,106.97,USD,Net 30
BILL-202511-29119,PO-312828,11/02/2025,PFG,"CA, USA",Housekeeping,P. Wilson,EGGS-LG,Eggs Large Grade A   ,Dozen,57,3.39,193.23,7.66,0.0,9.98,195.55,USD,Due on Receipt
AP-202501-72394,PO-595038,2025-01-31,GFS,"PA, USA",Cafe,J. Brown,BEEF-8020,Ground Beef 80/20 (pack size varied),LBS,348.25,5.12,1783.04,0.0,0.0,110.03,1893.07,USD,Net 15
AP-202512-61889,,2025-12-31,,"CO, USA",Banquet,L. Davis,BROC-FRZ,,CASE,32,0.0,702.72,0.0,0.0,0.0,702.72,USD,Net 30
INV-202503-46438,PO-243549,3/1/2025,Ben E Keith,"OH, USA",Bar,L. Davis,EGGS-LG,Eggs Large Grade A / chilled,DZ,52,1.62,84.24,0.0,0.0,5.08,89.32,USD,Due on Receipt
INV-202504-47311,,04/22/2025,Shamrock Foods,"NY, USA",Cafe,R. Smith,TRASH-55,Trash Bags 55 Gallon (pack size varied),CASE,45,46.82,2106.9,0.0,0.0,70.27,2177.17,USD,Net 30
INV-202510-76615,PO-696642,10/22/2025,PERFORMANCE FOODSERVICE,"FL, USA",Cafe,M. Carter,COFF-HSE,Coffee Beans House Blend   ,Lb,269.63,8.85,2386.23,0.0,0.0,23.01,2409.24,USD,Net 15
BILL-202510-74051,PO-436148,10/19/2025,Fresh Point Produce,"CA, USA",Banquet,L. Davis,NAPKIN-DN,Napkins Dinner (pack size varied),cs,17,17.37,295.29,0.0,9.29,18.78,323.36,USD,Due on Receipt
INV-202510-18066,PO-999730,2025-10-03,US FOODS ATLANTA,"NC, USA",Bar,J. Brown,MOZZ-WM,Mozzarella Whole Milk / chilled,LBS,49.34,3.26,160.85,0.0,3.96,10.19,175.0,USD,Net 7
